0,2048,4,0.11588003496440152,0.4241610335031353
10,22528,44,0.30119326201298635,0.5156729774173738
20,43008,84,0.3188257937621263,0.5417349555255612
30,63488,124,0.3488589631061926,0.717902375539668
40,83968,164,0.28248090713916213,0.6772246299528589
50,104448,208,0.4577707254821192,0.848553673047963
60,124928,248,0.6654713617669143,1.1380964657379182
70,145408,288,1.970152816449741,1.543102905762002
80,165888,328,2.352191885156522,1.7893998391317925
90,186368,372,2.3218428010750016,1.7916563820812221
100,206848,412,2.166260499436965,1.8648074396576404
110,227328,452,2.2775234014032617,1.8898676503575262
120,247808,492,2.097828588945789,1.669770364852069
130,268288,536,1.9404983454034246,1.952968786830993
140,288768,576,2.178248056665514,1.9336120037607565
150,309248,616,2.1153979391395854,1.8617103586119321
160,329728,656,2.049669106663154,1.8926429099056805
170,350208,700,2.0926941497520595,1.9564202434833688
180,370688,740,2.3260418489152777,2.0976884555657316
190,391168,780,2.938748501664548,2.257518746843329
200,411648,820,2.850256967250738,2.380309803196009
210,432128,864,2.6049062623437007,2.471930711574358
220,452608,904,2.81519184510015,2.453069472220836
230,473088,944,3.0840973366765128,2.5057827781478865
240,493568,984,3.191252572095997,2.7573910642845236
250,514048,1028,3.262968378284292,2.65085449527832
260,534528,1068,3.279169764403296,2.811357021333758
270,555008,1108,3.420283992741677,2.7024289275343913
280,575488,1148,3.282156909676391,3.0010625789700356
290,595968,1188,3.499313849668633,2.859594520702793
300,616448,1232,3.610448809831312,3.0014050945268904
310,636928,1272,3.9313031747425837,2.984941030742529
320,657408,1312,3.939043561778435,3.0368260219193473
330,677888,1352,3.980543641063206,3.3349941087470585
340,698368,1396,3.963331124312675,3.3824659958406107
350,718848,1436,4.16638002038727,3.5339594619809276
360,739328,1476,4.190015016742019,3.5517198314564276
370,759808,1516,4.094221865616179,3.3853583934295934
380,780288,1560,4.4971353965016,3.6914469992531034
390,800768,1600,4.4923548805899465,3.648439089187067
400,821248,1640,4.471928265951875,3.5784227487859432
410,841728,1680,5.037266009485048,3.7075231499071606
420,862208,1724,4.660550548704599,3.825574777826971
430,882688,1764,5.820348588945045,3.9233680467910768
440,903168,1804,4.828535328513022,3.9558530719956395
450,923648,1844,4.924642806906978,3.8005761114094776
460,944128,1888,4.710302220158585,3.7777432552125676
470,964608,1928,5.566228647951099,3.724794276170475
480,985088,1968,5.371227916674514,3.9087451634899226
490,1005568,2008,4.907355876884596,4.378347588902448
500,1026048,2052,4.7742228277750005,4.047553292565487
510,1046528,2092,4.8108834994808305,4.154847237998172
520,1067008,2132,4.677196481267314,4.344354836887536
530,1087488,2172,4.98364679720323,3.9536110897408463
540,1107968,2212,5.111359595978182,4.044941122621847
550,1128448,2256,5.043756997501383,3.987884066190843
560,1148928,2296,5.23252003500761,4.244884310524224
570,1169408,2336,4.71133655084747,4.179573465908882
580,1189888,2376,4.9098071299062775,4.154256597125976
590,1210368,2420,4.811331805531767,4.070881992363832
600,1230848,2460,4.975802140708683,3.9130292855489186
610,1251328,2500,4.508343285655611,4.223302833935905
620,1271808,2540,5.5472399210414745,4.324961367993305
630,1292288,2584,5.734528335712328,4.626237429917721
640,1312768,2624,5.347181016098266,4.1108912460125495
650,1333248,2664,5.706984004277752,4.430771219400392
660,1353728,2704,5.637893043675314,4.494411438988705
670,1374208,2748,5.48697152725701,4.439756219069905
680,1394688,2788,4.956781187650019,4.890770726880569
690,1415168,2828,5.513349301689516,4.3621395939403955
700,1435648,2868,5.747833080093147,4.515681278995986
710,1456128,2912,5.597312505466592,4.289060958359974
720,1476608,2952,6.045318547067291,4.729979134180523
730,1497088,2992,5.651070217136943,4.598388047115836
740,1517568,3032,6.11614062109924,4.400758030869548
750,1538048,3076,5.4263101177034825,4.886386725143316
760,1558528,3116,5.446866922689958,4.825490264112971
770,1579008,3156,6.420084803932499,5.001064843992964
780,1599488,3196,5.9818266137215845,4.46119642376192
790,1619968,3236,5.225910815366413,4.9677680301458835
800,1640448,3280,5.207676259568167,5.10810189603958
810,1660928,3320,5.110032168604173,4.714844638815767
820,1681408,3360,5.746867764884354,4.8225884681911335
830,1701888,3400,5.97286856108034,5.112998170365212
840,1722368,3444,6.32554323083363,5.074523988145597
850,1742848,3484,6.180505501390954,4.996645047605474
860,1763328,3524,5.919527184052307,5.393670999068717
870,1783808,3564,6.569312049600518,5.130584885775614
880,1804288,3608,5.897739848557517,5.268147212972341
890,1824768,3648,6.23657045311275,4.999638834717658
900,1845248,3688,6.629192495260982,4.521348780490406
910,1865728,3728,6.3522570359763515,5.218197099331968
920,1886208,3772,6.3147358384689465,5.078518848804892
930,1906688,3812,7.129362515048067,5.185051929497057
940,1927168,3852,6.855401994167437,5.3739704519961595
950,1947648,3892,6.821596670444336,5.501077200036593
960,1968128,3936,7.189145023391143,5.5051144173933695
970,1988608,3976,6.735172138127988,5.52429489571654
980,2009088,4016,6.623827580866425,5.602946374687948
990,2029568,4056,6.235557016887247,5.63022781951318
1000,2050048,4100,6.546953261657465,5.578206902592326
