0,5,8192,24,0.7245793202901414,0.37202724247932
10,5,90112,300,0.20902235662664886,0.6256775502980607
20,5,172032,572,0.08642288238709533,0.6704116635338412
30,5,253952,844,0.7705234904157824,0.7737506590540114
40,5,335872,1116,0.3675895716305853,0.6545917869060621
50,5,417792,1392,0.7448406566484294,0.828754653236838
60,5,499712,1664,0.7091451451248507,0.7588294372626346
70,5,581632,1936,0.797951941820217,0.6985610659561605
80,5,663552,2208,0.7923002573212274,0.6660898002506139
90,5,745472,2484,1.1034674023853064,0.6779237614523522
100,5,827392,2756,0.7859995877155644,0.6618594750912841
110,5,909312,3028,0.783672496634173,0.8318394847214421
120,5,991232,3304,0.7778039317792352,0.738413388505977
130,5,1073152,3576,0.745759048352982,0.72699152465683
140,5,1155072,3848,0.7372455457178253,0.6578945753085718
150,5,1236992,4120,1.2262810261706285,0.5954571449345749
160,5,1318912,4396,1.133444313825785,0.650346093286216
170,5,1400832,4668,1.1575120278587283,0.8475828187983423
180,5,1482752,4940,1.2159683630015998,0.8743674192793703
190,5,1564672,5212,1.1204134515023425,0.787104481433238
200,5,1646592,5488,1.1798732624204824,0.8705850704395152
210,5,1728512,5760,1.2584469374362206,0.9474930113119029
220,5,1810432,6032,1.1938991269585701,0.8372880241423362
230,5,1892352,6304,1.1931963533935517,0.8776536558679078
240,5,1974272,6580,1.2315956347162644,0.9446917369774681
250,5,2056192,6852,1.199583371353232,0.8856163356396548
260,5,2138112,7124,1.2196081665123728,0.9962890609712772
270,5,2220032,7400,0.7555622730160323,0.9759436460160069
280,5,2301952,7672,0.8244760105225749,1.2399389295843108
290,5,2383872,7944,1.1977179501129926,1.1577569226396587
300,5,2465792,8216,1.6193439796161548,1.1558446615395352
310,5,2547712,8492,1.225078669053135,1.1889912615384888
320,5,2629632,8764,1.2547108484449503,1.067184205847552
330,5,2711552,9036,1.6162893138375827,1.447582891340177
340,5,2793472,9308,1.2259992653863043,1.2531865691024804
350,5,2875392,9584,1.718069847157372,1.3329837068646806
360,5,2957312,9856,1.6858905823268242,1.2309202210518098
370,5,3039232,10128,1.6582472264823465,1.263560119586584
380,5,3121152,10400,1.6539235662184544,1.3291690820031952
390,5,3203072,10676,1.6853613855186032,1.5111303948703172
400,5,3284992,10948,1.733473181760294,1.4428570914494292
410,5,3366912,11220,1.6197531946890678,1.2170901465900996
420,5,3448832,11496,1.6204149095932099,1.4078507308590773
430,5,3530752,11768,1.6276299853772769,1.587285775307057
440,5,3612672,12040,1.6276785228215322,1.5788183080488725
450,5,3694592,12312,1.6843158363258255,1.4768248479137482
460,5,3776512,12588,1.6972119479879195,1.542999348080082
470,5,3858432,12860,1.5965070073224379,1.4055414453932984
480,5,3940352,13132,1.6190085048252516,1.4721514992093394
490,5,4022272,13404,1.6450778915239566,1.542924742645705
500,5,4104192,13680,1.2348843211297538,1.7034792371723095
510,5,4186112,13952,1.7104301734630731,1.5878997246649806
520,5,4268032,14224,1.5844486832796636,1.467268687593727
530,5,4349952,14496,2.1485328707039204,1.5078737097610146
540,5,4431872,14772,1.7250448489143717,1.5837446874502212
550,5,4513792,15044,1.7249644993212723,1.5329902949498504
560,5,4595712,15316,1.5995407538995747,1.5916712413587182
570,5,4677632,15592,1.7289361180062246,1.4833650332003319
580,5,4759552,15864,1.7067741537143075,1.9373838448014957
590,5,4841472,16136,1.694191094603256,1.644294273091628
600,5,4923392,16408,1.7197381468147297,1.5807455256320808
610,5,5005312,16684,1.787852495532892,1.6363070147012233
620,5,5087232,16956,1.7169427377013462,1.6055807136467402
630,5,5169152,17228,1.7019907236648895,1.753639022588467
640,5,5251072,17500,1.2694286872159788,1.7322402135981645
650,5,5332992,17776,1.6759178358364464,1.9359439138148224
660,5,5414912,18048,1.6193657897133467,1.5994818177002668
670,5,5496832,18320,1.7356818653075403,1.890390758944705
680,5,5578752,18592,1.5941836849190874,1.6540545860809874
690,5,5660672,18868,2.044972077942442,2.0622698369132575
700,5,5742592,19140,2.285334509677529,1.628450616464604
710,5,5824512,19412,2.148705194478812,1.714517626209864
720,5,5906432,19688,2.1218753598025297,1.8787247546833465
730,5,5988352,19960,2.083843693674055,1.804597373469462
740,5,6070272,20232,2.1975175419113437,1.9913409220625145
750,5,6152192,20504,2.155150665163531,1.6312086443405078
760,5,6234112,20780,3.228580623660726,1.7719445041983934
770,5,6316032,21052,2.088955229800046,1.5071022774231455
780,5,6397952,21324,2.024279145143849,1.8662948217356479
790,5,6479872,21596,2.1169149846845086,1.7837825171767
800,5,6561792,21872,2.2511550510118696,1.8925429885222613
810,5,6643712,22144,2.0491551035246736,2.0148948456900455
820,5,6725632,22416,2.1105784229476563,1.8673075751392347
830,5,6807552,22688,2.127470972324575,1.9010569754226492
840,5,6889472,22964,2.112257229462545,1.7216718412191738
850,5,6971392,23236,2.0882519003048388,2.1937403738595784
860,5,7053312,23508,3.100885263322495,1.8296264506508582
870,5,7135232,23784,2.9224520576449393,1.937590554493907
880,5,7217152,24056,2.2524342653810145,2.2559520277449523
890,5,7299072,24328,2.7534569713538226,2.021887361070203
900,5,7380992,24600,3.0344068880214348,2.248466262330712
910,5,7462912,24876,3.1305924421205944,2.1298452803771224
920,5,7544832,25148,2.2172987064915466,2.2173383341324415
930,5,7626752,25420,2.8541467039731097,2.156448652595172
940,5,7708672,25692,3.2836966865887365,1.888950599813942
950,5,7790592,25968,3.2897281663524494,2.0445590446230044
960,5,7872512,26240,1.2248831219500496,2.201785792601251
970,5,7954432,26512,2.1594887063913224,2.1394828630123888
980,5,8036352,26784,3.050770057323829,2.155374729659564
990,5,8118272,27060,2.9365657688872933,2.056019790244999
1000,5,8200192,27332,3.0322987420864935,1.760895406398293
