iters,timesteps,total_episode,eval_score,train_score,Robot_0_score,Robot_1_score,Robot_2_score,Robot_3_score,Robot_4_score
1120,11479040,22955,4.456981566963778,4.110195886673166,3.854466224060311,5.565198488101093,3.1737791093811274,6.529280743568296,3.1621832697080583
1130,11581440,23160,4.395891381290453,4.226375895856109,3.807791777477007,5.519742544192338,3.190684906759968,6.475282648820435,2.985955029202519
1140,11683840,23365,4.457754592060286,4.247639771069076,3.8760623121008098,5.590459177289508,3.191230998224495,6.623179550623518,3.0078409220630986
1150,11786240,23570,4.314075564207045,3.942943406974866,3.620480596520995,5.383656814554044,3.183460737080804,6.724942016052297,2.657837656827089
1160,11888640,23775,4.480316718165916,4.03489582416338,3.705777668419776,5.755476564812335,3.2055187094493385,6.716776906054922,3.018033742093208
1170,11991040,23980,4.552352996917739,4.129524342440591,3.731513590407535,5.945975141125636,3.2257180647981367,6.691295829778126,3.167262358479264
1180,12093440,24185,4.349407461581307,4.183631789309841,3.758112955453142,5.433289291708196,3.204273172107032,6.372687052895353,2.978674835742811
1190,12195840,24390,4.532774895557923,4.181505467952403,3.833989755850226,5.89657045962835,3.200397416703952,6.634798194471436,3.098118651135654
1200,12298240,24595,4.465934947935114,4.208597681613687,3.877237529488276,5.669640126278023,3.2007276694683515,6.363474565976292,3.2185948484646296
1210,12400640,24800,4.49576236822577,4.303459590697408,3.836282845685858,5.710057167340207,3.1897155781068296,6.654216513151816,3.0885397368441376
1220,12503040,25005,4.537392165057683,4.163816080900043,3.802291816789574,6.037661284095197,3.1738769970191623,6.478525888793673,3.194604838590809
1230,12605440,25210,4.575094243883746,4.208850180817876,3.9534367828587422,6.005701872491827,3.18456863706353,6.6090868703077295,3.122677056696903
1240,12707840,25415,4.560264263753764,4.315103939778753,3.9623647409895595,5.996840220916019,3.156288651744945,6.441809170957129,3.2440185341611625
1250,12810240,25620,4.591178704094192,4.231594328450702,3.9709820414916503,6.215173075249493,3.1684472844895697,6.515617115339144,3.0856740039011035
1260,12912640,25825,4.521931729257406,4.20120160173559,3.99628685319271,5.899254382773621,3.088747594282235,6.53464045966057,3.0907293563778957
1270,13015040,26030,4.511778025654619,4.144366547500336,3.8657587763963357,5.854484205892796,3.1564014804614,6.473627944602668,3.2086177209198983
1280,13117440,26230,4.316358170899109,4.016800338764335,2.81401049261202,5.8566080084588386,3.1637605117983822,6.578308864579885,3.16910297704642
1290,13219840,26435,4.565793849404228,4.327444890380653,4.020890461540965,6.075476046738217,3.1532872694475054,6.480896031327764,3.098419437966692
1300,13322240,26640,4.3014216034491914,4.417296719993758,2.426606531675902,6.150202333889672,3.1971836775928453,6.431509742754995,3.301605731332542
1310,13424640,26845,4.640338126682847,4.339709514188928,3.9457924465566343,6.017419225974376,3.2005576052904865,6.694411552191027,3.343509803401712
1320,13527040,27050,4.7156980797943575,4.426244848860627,4.073883125806522,5.944368059595044,3.197357345069396,6.904587321281229,3.4582945472195936
1330,13629440,27255,4.702577608356076,4.294741346313009,4.127041641279433,6.117132793144694,3.1982747855151756,6.522653882663115,3.5477849391779612
1340,13731840,27460,4.729068296887376,4.413584445347687,4.154408089250194,6.201015153134475,3.1989834365637364,6.714806117885668,3.3761286876028094
1350,13834240,27665,4.764233913034166,4.39954270282101,4.1152935262926515,6.270936167634185,3.1332947495625554,6.897359036541355,3.404286085140081
1360,13936640,27870,4.690469363308823,4.465365165988592,4.03094305769563,5.947842522213396,3.145119927336186,6.830773322928902,3.4976679863699993
1370,14039040,28075,4.832179783012315,4.443247789066051,4.223463916674925,6.2617297444543345,3.186466072363435,6.859648659501496,3.6295905220673856
1380,14141440,28280,4.578355293435712,4.441019825850289,3.8224177546260685,6.151417875964011,3.1662111859322377,6.240755679817962,3.5109739708382817
1390,14243840,28485,4.634977095035014,4.53774613256579,4.244221174185001,6.207969815717128,3.1686015086653128,5.929128754790763,3.6249642218168643
1400,14346240,28690,4.587626643551066,4.354817855854398,3.131494069029161,6.125852676352748,3.1642814236841255,6.847280805862972,3.6692242428263224
1410,14448640,28895,4.514589725754749,4.357550924517378,3.012194130358992,6.192154884543828,3.1937719230820134,6.647221687149705,3.5276060036392023
1420,14551040,29100,4.637754239150288,4.503130832537815,4.233838887733475,6.120540550071522,3.1811833157133433,6.876777664963859,2.776430777269242
1430,14653440,29305,4.76106843906925,4.177532122088442,4.081318428157329,6.256058483211199,3.2200934914790293,6.60895415380294,3.6389176386957534
1440,14755840,29510,4.665848294008264,4.431860651029263,4.066290181824556,6.120207256592558,3.2478842556205487,6.810223697635363,3.0846360783682947
1450,14858240,29715,4.775137487348471,4.300121970246904,4.00540955895428,6.311609751106826,3.2284112064327304,6.892492480033361,3.4377644402151555
1460,14960640,29920,4.709734770582328,4.4122856787652776,4.22208565015425,6.150238173819208,3.206059017700495,6.756866164544732,3.213424846692957
1470,15063040,30125,4.723062280535045,4.494300974362305,4.3433826602138845,5.894890056123604,3.208830954588036,6.606125884328395,3.5620818474213047
1480,15165440,30330,4.609850421068268,4.31929169219819,4.152683619565878,5.717916507816306,3.203932901913022,6.745340522646397,3.229378553399732
1490,15267840,30535,4.632987174531714,4.5078276124959284,4.376732271476415,5.722662066123281,3.1709136321916813,6.569950680460214,3.3246772224069807
1500,15370240,30740,4.76284745904898,4.457488575499573,4.327765905255949,5.662848243121284,3.1364498961369134,6.908300697299692,3.7788725534310625
