0,7,8192,16,-4.730019580430035,-5.066798849352985
10,7,90112,180,13.326013754214774,-4.788003213856671
20,7,172032,344,14.221155567761688,-3.433816685919273
30,7,253952,504,15.32384465250681,-4.0506162114531135
40,7,335872,668,15.371913240521273,-3.9718589069058865
50,7,417792,832,15.770012729545659,-3.876176537325108
60,7,499712,996,15.067061078857122,-3.4387274292052203
70,7,581632,1160,15.359694448949828,-4.451929331415808
80,7,663552,1325,13.560892381995298,-4.230155059594997
90,7,745472,1491,15.12517322422305,-4.631275967103645
100,7,827392,1655,13.994832316029306,-3.9528728596081626
110,7,909312,1819,14.007971871391225,-5.47963748176035
120,7,991232,1983,14.39177881367403,-4.2536379750160025
130,7,1073152,2146,13.96297219327238,-4.351378436643591
140,7,1155072,2309,13.662254409616498,-4.3267721325437565
150,7,1236992,2474,14.07047888924032,-5.074371040888418
160,7,1318912,2638,14.041420386513625,-3.9622046286873682
170,7,1400832,2802,15.708611748017004,-3.951783225398155
180,7,1482752,2965,12.896417593181038,-5.488731913968644
190,7,1564672,3129,14.745564947169306,-4.839391502143189
200,7,1646592,3293,12.096954189796246,-4.568715001887262
210,7,1728512,3457,14.253019142244781,-4.360556150264653
220,7,1810432,3622,12.898400145639057,-4.400866228889976
230,7,1892352,3786,2.3167509666697113,-5.507289250557011
240,7,1974272,3950,12.791573061302914,-4.723848802793622
250,7,2056192,4114,10.818058083077318,-5.1275364571317565
260,7,2138112,4278,11.967099056764459,-5.033412332796358
270,7,2220032,4442,14.615944742874433,-4.890014290804599
280,7,2301952,4605,10.864027962671445,-4.810269013204567
290,7,2383872,4769,14.29249968679183,-5.503945895982508
300,7,2465792,4933,13.41598753146443,-4.975352988476667
310,7,2547712,5097,13.937366958411499,-4.786341377549259
320,7,2629632,5262,11.555981475060642,-4.989660238173281
330,7,2711552,5425,10.14452241390929,-4.4895250671654345
340,7,2793472,5589,13.269809450360011,-4.576925725737626
350,7,2875392,5753,11.604064596483095,-5.273497479435853
360,7,2957312,5917,10.053856075465118,-4.448360303728688
370,7,3039232,6082,-2.1110678837170074,-6.004822099832529
380,7,3121152,6246,8.942776739245886,-4.547446139163068
390,7,3203072,6410,4.401105115687214,-4.233264503754344
400,7,3284992,6575,11.871849970015788,-4.224113676930867
410,7,3366912,6739,12.131510900244638,-4.311713803081963
420,7,3448832,6903,-1.8111066216420464,-3.596197057258536
430,7,3530752,7067,13.16217633237918,-4.640286430076387
440,7,3612672,7231,8.539490082609454,-4.16160112418236
450,7,3694592,7395,12.286736378553313,-4.412962772109978
460,7,3776512,7559,12.475907085904252,-3.951805713867735
470,7,3858432,7722,13.540212175067342,-3.985578697532742
480,7,3940352,7886,13.773065796982229,-4.789238514147926
490,7,4022272,8050,12.257961078734706,-4.304793626045603
500,7,4104192,8214,10.64367202456511,-3.97623754195531
510,7,4186112,8378,11.25221520443557,-3.8178507299103472
520,7,4268032,8543,9.086624867947567,-3.8994481333639657
530,7,4349952,8706,11.38158472051107,-4.12365416486464
540,7,4431872,8871,11.920968483683417,-3.2127392691377303
550,7,4513792,9035,3.5202025520668183,-3.1023663016458114
560,7,4595712,9199,11.194851372857247,-3.612887404322339
570,7,4677632,9363,12.741909021814259,-3.054192082291986
580,7,4759552,9527,12.449223462204221,-2.842502947611697
590,7,4841472,9690,10.919236857514615,-2.896891941457727
600,7,4923392,9854,10.082995968281114,-3.2967546732488286
610,7,5005312,10018,13.922600211662067,-2.580202220542022
620,7,5087232,10182,12.541941828373442,-2.7140046509414617
630,7,5169152,10346,10.701902148058291,-3.2444546473508837
640,7,5251072,10510,9.922394861828838,-2.9779613424449156
650,7,5332992,10674,10.524089791856566,-2.3381802069983957
660,7,5414912,10838,12.245490715822767,-3.0720678165893696
670,7,5496832,11002,13.201271402127333,-3.020668138265162
680,7,5578752,11165,13.522154054996797,-2.477191070888252
690,7,5660672,11329,11.649522467561763,-2.498315801261286
700,7,5742592,11492,4.911991323566028,-2.575318514679489
710,7,5824512,11656,11.829701505051698,-2.987070563368112
720,7,5906432,11820,9.381124365834088,-1.8788881795028014
730,7,5988352,11984,14.082940293994396,-2.4464591612437
740,7,6070272,12148,12.509165843044649,-2.5304943608612134
750,7,6152192,12312,11.185736479611359,-2.2635345604619177
760,7,6234112,12476,11.821902270211464,-2.5556220784147574
770,7,6316032,12640,13.50178360352673,-2.711290768345319
780,7,6397952,12804,11.844634503158506,-2.386926540505249
790,7,6479872,12968,13.438418656172429,-2.3133221915742563
800,7,6561792,13132,9.222390855647705,-2.096443239196655
810,7,6643712,13295,8.091299429602461,-2.0739933915301063
820,7,6725632,13459,11.66625950505808,-2.3071865668862492
830,7,6807552,13623,12.511197229399665,-1.5479344702842468
840,7,6889472,13786,12.48730010822328,-2.6916995822998064
850,7,6971392,13950,11.437396869380857,-2.0579345522980503
860,7,7053312,14114,10.94214991301787,-2.439995604688133
870,7,7135232,14278,13.818219200413056,-2.2654277929503293
880,7,7217152,14442,10.071876139602146,-2.2944218545294195
890,7,7299072,14606,9.642165958083886,-2.4270315497523365
900,7,7380992,14770,12.970906431387224,-2.1299788565421958
910,7,7462912,14934,10.66021255222865,-2.143548214689266
920,7,7544832,15098,13.149715574457307,-2.1866325837673424
