0,2048,4,-0.08133815828067939,-0.8506838213695752
10,22528,44,-0.19283396134625025,-0.5825168589559526
20,43008,84,-0.20356085371600954,-0.6141794865606619
30,63488,124,-0.18649103536799383,-0.7764997286646542
40,83968,164,-0.10127014838873671,-0.5042089047124813
50,104448,208,-0.006885646920050087,0.3169589625202459
60,124928,248,0.9680332867244729,0.7824560345443181
70,145408,288,2.526100617989686,1.6709609938431949
80,165888,328,3.1935173425599857,2.0780868349621477
90,186368,372,4.2068798399213385,3.149935897734994
100,206848,412,4.777336367827001,3.3707446408289834
110,227328,452,5.015655905799576,4.148020185642894
120,247808,492,5.303174548697318,4.168224861527855
130,268288,536,5.370151086062755,4.261202657986024
140,288768,576,5.596038669309307,4.836014007894526
150,309248,616,5.494409618039491,4.348546668587831
160,329728,656,5.87933094575801,3.9393991344077195
170,350208,700,6.100623035359425,4.847933766649497
180,370688,740,5.868207067576665,5.085585333593285
190,391168,780,6.027884324956686,5.054773761121032
200,411648,820,6.186867498158268,5.261379387808795
210,432128,864,6.44949698935116,5.630179716485614
220,452608,904,6.383511006897282,5.627656051282935
230,473088,944,6.392519296350155,5.799199236936688
240,493568,984,6.475950711873104,5.813613036940418
250,514048,1028,6.386669669589835,6.031945051756621
260,534528,1068,6.417574602835888,6.228152994777146
270,555008,1108,6.6453041875593595,6.294705547127721
280,575488,1148,7.111755188377423,6.236766711713531
290,595968,1188,7.067344664922007,6.606744015719097
300,616448,1232,7.619036001229006,6.730729042750829
310,636928,1272,7.464023032597531,6.951162639478926
320,657408,1312,7.484796175750044,6.796383239773481
330,677888,1352,7.234655474609131,7.011558956785405
340,698368,1396,7.5302557901001554,7.080819034765878
350,718848,1436,7.608332770854187,7.2402362458920875
360,739328,1476,7.683272038053933,6.89478220723318
370,759808,1516,7.585751916499513,6.7110138800130255
380,780288,1560,7.903378740687057,7.321771879045184
390,800768,1600,7.7588725235679545,7.04002918894314
400,821248,1640,7.935488573782379,6.968416125033189
410,841728,1680,7.858645322273263,7.593210056336039
420,862208,1724,8.500085444272345,7.414473169660226
430,882688,1764,8.328136893047981,7.119975455171641
440,903168,1804,8.329016590251847,7.413941734241474
450,923648,1844,8.274205123853976,7.631232149550033
460,944128,1888,8.394419287587462,7.8176416412026795
470,964608,1928,8.358146151588953,7.614913720133208
480,985088,1968,8.3992485381768,7.617025977265288
490,1005568,2008,8.607071678917519,7.707397860865186
500,1026048,2052,8.727659346711208,7.8079380983934215
510,1046528,2092,8.494838021566991,8.042581240151454
520,1067008,2132,8.776644113574282,7.867968930866985
530,1087488,2172,9.05951788486152,7.410374775667461
540,1107968,2212,9.198797954349747,7.7620397757305115
550,1128448,2256,8.914345184920093,7.879396660501847
560,1148928,2296,8.80875264163344,7.648981098167556
570,1169408,2336,8.925081429744997,7.8914412257808255
580,1189888,2376,8.813508670510338,7.666510008919827
590,1210368,2420,8.69398366966701,7.453802411424067
600,1230848,2460,9.06807520598849,7.861039483393361
610,1251328,2500,8.466020828376994,8.209535470087497
620,1271808,2540,9.020381697289876,6.310939853176111
630,1292288,2584,8.8092919405717,7.550885646285624
640,1312768,2624,9.079623206736322,7.7226119672174605
650,1333248,2664,8.90353094866746,7.735735882323263
660,1353728,2704,9.449998757626293,7.249022640041171
670,1374208,2748,9.087338478944748,7.847588506807147
680,1394688,2788,5.4939506004384295,7.965740296877721
690,1415168,2828,8.529973543166498,8.434891447602917
700,1435648,2868,8.88477598595244,7.399475654396028
710,1456128,2912,8.590452281966956,7.659205089650172
720,1476608,2952,7.335070959521311,7.263177345251921
730,1497088,2992,8.825465506838915,7.13302509523596
740,1517568,3032,9.142645106571953,7.6531038468977615
750,1538048,3076,8.699019766102008,7.249780200007787
760,1558528,3116,9.142061799952986,7.878302573317109
770,1579008,3156,9.065774864054614,7.384879451308601
780,1599488,3196,9.478497673710294,7.9185429549593795
790,1619968,3236,2.191881850595496,8.17533502713562
800,1640448,3280,9.259393925055964,8.174965368551604
810,1660928,3320,9.497965877292842,8.185181803877619
820,1681408,3360,9.267401558388041,8.479115980962275
830,1701888,3400,9.308864299799936,8.160105692412627
840,1722368,3444,9.060827566738705,7.784708672425319
850,1742848,3484,9.334057188174473,8.40145137081509
860,1763328,3524,8.792183750333148,8.67485251575177
870,1783808,3564,9.718301908820727,7.875827352556644
880,1804288,3608,3.0911544264505695,8.005978473437171
890,1824768,3648,9.322842512093958,7.80971155674789
900,1845248,3688,8.219180560468947,7.873923639781131
910,1865728,3728,9.282783273768093,7.794074461994254
920,1886208,3772,9.358926107448724,8.434714238386778
930,1906688,3812,8.967357302394143,8.245374108839128
940,1927168,3852,9.193449498689105,7.32499530311933
950,1947648,3892,9.052790756072378,8.347615358105172
960,1968128,3936,9.614567957896202,6.428530709757244
970,1988608,3976,9.397249339087175,8.459067230695128
980,2009088,4016,9.472214389428173,8.14030104043418
990,2029568,4056,9.389296208705996,8.845532530717806
1000,2050048,4100,9.533445655682778,8.508719686927314
